id,category,creator_id,level,maxUsers,price,title,duration,datetime,creator,description
1940,ABS,406,advanced,24,18.55,A ABS class,2 h ,2024-04-20 19:30:00.562059,christopher_fisher,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1941,Body Combat,580,intermediate,26,14.67,A Body Combat class,1 h 55 min,2023-06-20 23:00:00.562059,candace_williams,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1942,CrossFit,86,advanced,37,21.56,A CrossFit class,2 h ,2024-01-15 15:30:00.562059,courtney_mcguire,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1943,Stretching,839,begginer,12,15.42,A Stretching class,2 h ,2024-04-05 06:30:00.562059,brian_kim,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1944,Personalized,547,all levels,32,17.12,A Personalized class,2 h ,2024-03-29 19:30:00.562059,thomas_rodriguez,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1945,Aerobics,937,intermediate,31,13.96,A Aerobics class,2 h ,2023-08-28 19:30:00.562059,paul_gregory,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1946,ABS,433,advanced,28,12.77,A ABS class,1 h 55 min,2024-04-29 17:30:00.562059,christopher_jordan,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1947,Barre,344,begginer,34,13.04,A Barre class,0 h 50 min,2023-12-09 19:30:00.562059,phillip_terrell,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1948,Barre,955,intermediate,30,15.89,A Barre class,1 h 50 min,2023-11-06 13:30:00.562059,samuel_nguyen,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1949,Yoga,568,begginer,23,13.79,A Yoga class,1 h 35 min,2023-12-22 08:30:00.562059,jeffrey_sellers,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1950,Barre,435,begginer,33,16.1,A Barre class,2 h ,2023-12-24 22:30:00.562059,henry_smith,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1951,CrossFit,703,begginer,37,14.26,A CrossFit class,0 h 20 min,2024-04-02 23:00:00.562059,david_barnett,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1952,HIIT,872,begginer,35,13.62,A HIIT class,1 h 55 min,2023-07-21 01:00:00.562059,sarah_hart,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1953,Kickboxing,964,all levels,40,17.16,A Kickboxing class,0 h 25 min,2023-12-02 12:30:00.562059,ashley_barnett,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1954,Stretching,932,all levels,49,16.92,A Stretching class,1 h 10 min,2023-08-16 21:00:00.562059,anita_cherry,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1955,CrossFit,228,all levels,1,19.83,A CrossFit class,0 h 10 min,2024-03-08 17:00:00.562059,rebecca_owen,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1956,CrossFit,568,intermediate,3,17.83,A CrossFit class,0 h ,2023-12-11 09:30:00.562059,jeffrey_sellers,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1957,Zumba,970,begginer,8,13.86,A Zumba class,2 h ,2024-04-09 19:00:00.562059,shannon_hale,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1958,Stretching,815,begginer,26,14.08,A Stretching class,2 h ,2023-06-19 20:30:00.562059,amber_day_phd,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1959,Body Combat,278,begginer,7,15.6,A Body Combat class,1 h ,2024-01-20 12:30:00.562059,bryan_cervantes,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1960,Barre,312,advanced,8,11.12,A Barre class,0 h ,2023-11-04 01:00:00.562059,darrell_hinton,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1961,HIIT,958,begginer,6,16.72,A HIIT class,2 h ,2023-11-24 03:00:00.562059,daniel_chapman,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1962,Personalized,805,all levels,40,15.87,A Personalized class,1 h 15 min,2023-07-14 00:00:00.562059,karen_bell,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1963,Stretching,815,advanced,46,11.39,A Stretching class,2 h ,2024-01-14 00:30:00.562059,amber_day_phd,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1964,Stretching,975,advanced,31,14.97,A Stretching class,2 h ,2023-11-11 11:30:00.562059,wendy_johnson,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief."
1965,Spinning,805,begginer,46,17.16,A Spinning class,1 h 45 min,2024-02-03 05:00:00.562059,karen_bell,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1966,HIIT,145,begginer,36,11.85,A HIIT class,0 h 25 min,2024-01-11 19:00:00.562059,ethan_hawkins,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1967,Boxing,432,all levels,8,18.4,A Boxing class,1 h 30 min,2024-05-24 07:00:00.562059,brenda_brown,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1968,Barre,342,begginer,48,8.54,A Barre class,2 h ,2024-01-20 00:00:00.562059,john_george,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1969,Yoga,207,begginer,29,16.79,A Yoga class,0 h 50 min,2023-12-21 14:30:00.562059,robert_aguilar_dds,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
